Age,Income,Employment_Status,Education_Level,Marital_Status,Number_of_Dependents,Credit_Utilization_Ratio,Missed_Payments_90days,Total_Credit_Accounts,Debt_to_Income_Ratio,Length_of_Credit_History,Bankruptcies,Credit_Score,Credit_Score_Label
68,28732.8,Retired,PhD,Married,4,77.12,0,7,50.42,11.4,0,491.6333333333333,Poor
20,119474.81,Retired,PhD,Divorced,1,51.37,3,1,43.66,9.4,0,300.0,Poor
34,90171.54,Employed,PhD,Divorced,2,74.8,1,9,21.59,17.0,0,560.4033333333334,Poor
42,127186.83,Self-Employed,Bachelor,Divorced,3,60.31,3,2,41.8,11.2,0,314.91166666666663,Poor
23,102938.08,Self-Employed,PhD,Single,2,24.31,2,12,42.98,18.7,0,431.5183333333334,Poor
47,79668.57,Unemployed,High School,Single,3,19.96,1,5,49.18,12.3,0,416.62666666666667,Poor
61,127267.25,Unemployed,Bachelor,Single,3,57.53,4,7,36.29,14.4,0,473.1383333333333,Poor
58,137846.78,Unemployed,Master,Married,2,70.34,0,4,6.71,16.9,0,524.5933333333332,Poor
56,20160.14,Employed,Master,Divorced,4,56.49,3,1,16.08,19.8,0,460.395,Poor
53,29266.44,Self-Employed,Bachelor,Married,1,61.1,2,6,32.13,9.5,0,360.74,Poor
64,129215.8,Unemployed,Bachelor,Single,1,57.14,2,11,41.67,7.7,0,300.0,Poor
67,111640.32,Employed,High School,Single,3,67.06,1,12,13.61,9.7,0,448.9333333333333,Poor
47,79668.57,Unemployed,High School,Single,3,19.96,1,5,49.18,12.3,0,416.62666666666667,Poor
68,129172.55,Retired,Master,Married,0,71.27,3,6,9.93,3.7,0,300.0,Poor
57,109772.83,Unemployed,Master,Single,4,73.4,3,6,37.95,3.3,0,481.65,Poor
62,144445.13,Employed,Master,Married,3,34.87,4,8,17.58,14.8,1,372.705,Poor
24,38202.41,Self-Employed,Bachelor,Divorced,0,50.92,1,13,20.71,1.0,0,373.6366666666667,Poor
63,48122.12,Self-Employed,Master,Single,3,65.91,3,8,31.06,2.2,0,400.69166666666666,Poor
36,120466.96,Self-Employed,High School,Single,0,28.37,4,14,6.89,10.1,0,300.0,Poor
57,62118.71,Unemployed,Bachelor,Married,3,38.87,2,14,42.35,4.3,0,300.0,Poor
44,112423.82,Self-Employed,PhD,Single,4,65.31,1,5,15.37,4.6,0,478.2216666666667,Poor
22,115833.43,Unemployed,PhD,Divorced,0,34.56,4,1,37.96,5.4,0,459.0666666666667,Poor
53,99103.23,Employed,High School,Divorced,2,19.4,3,11,8.99,19.9,0,565.3033333333333,Poor
36,120466.96,Self-Employed,High School,Single,0,28.37,4,14,6.89,10.1,0,300.0,Poor
33,63421.15,Employed,PhD,Married,1,69.48,2,9,7.13,14.7,1,300.0,Poor
61,109858.84,Self-Employed,High School,Divorced,1,37.78,2,13,45.11,19.0,0,474.0733333333333,Poor
66,90507.28,Unemployed,Master,Single,3,51.06,0,10,43.87,9.9,0,577.8466666666667,Poor
28,25298.03,Employed,Bachelor,Married,0,42.68,3,12,7.86,7.9,0,388.04,Poor
58,123971.66,Employed,PhD,Married,1,23.55,3,11,25.84,13.2,0,435.6116666666667,Poor
36,41017.43,Retired,Bachelor,Divorced,4,67.24,2,1,32.58,2.8,0,300.0,Poor
34,134945.87,Retired,Bachelor,Divorced,1,16.35,0,12,12.08,7.4,0,369.79833333333335,Poor
35,130033.02,Unemployed,PhD,Married,3,75.4,2,11,16.74,7.4,0,430.72,Poor
37,102388.61,Self-Employed,High School,Married,4,75.62,1,5,45.68,1.0,0,300.0,Poor
20,119474.81,Retired,PhD,Divorced,1,51.37,3,1,43.66,9.4,0,300.0,Poor
41,55690.23,Employed,Bachelor,Divorced,3,24.15,2,11,6.27,19.3,0,534.835,Poor
20,97704.06,Employed,PhD,Married,0,52.49,3,8,15.1,5.8,0,352.72166666666664,Poor
69,120092.81,Employed,High School,Single,3,10.23,1,7,37.84,8.2,0,481.27166666666665,Poor
24,146974.28,Self-Employed,Bachelor,Married,3,18.09,1,6,35.86,17.2,0,546.0016666666667,Poor
25,123939.83,Employed,Bachelor,Single,4,79.74,3,1,25.38,18.4,0,477.67,Poor
35,119811.34,Unemployed,High School,Single,4,55.53,3,10,9.74,1.9,0,356.98833333333334,Poor
69,127369.7,Employed,PhD,Married,0,74.81,4,12,47.82,4.2,0,306.65500000000003,Poor
67,58386.18,Unemployed,High School,Single,3,59.08,2,14,40.74,12.5,1,314.88,Poor
29,42645.13,Retired,PhD,Divorced,1,77.72,1,10,31.75,8.5,0,561.5566666666666,Poor
56,98644.01,Self-Employed,Bachelor,Divorced,3,33.54,0,12,8.65,8.5,0,512.3466666666667,Poor
39,146691.14,Self-Employed,Master,Divorced,4,48.47,4,2,17.78,8.2,0,533.8383333333334,Poor
62,132257.36,Self-Employed,Bachelor,Married,1,63.94,0,5,12.24,10.8,0,406.95,Poor
36,96734.31,Self-Employed,Bachelor,Divorced,0,29.05,0,4,44.62,10.5,1,499.6016666666667,Poor
43,63266.05,Employed,PhD,Single,2,40.0,2,13,37.8,4.4,0,319.4,Poor
38,64417.69,Self-Employed,Bachelor,Married,3,55.23,1,12,11.88,6.3,0,416.425,Poor
49,122701.76,Retired,High School,Married,2,28.8,0,4,29.69,10.4,0,457.7033333333334,Poor
23,142773.26,Employed,Master,Divorced,2,29.78,3,10,52.4,6.7,0,327.6433333333334,Poor
44,48343.0,Self-Employed,Bachelor,Single,2,20.58,3,1,8.01,10.8,0,516.04,Poor
31,97271.46,Self-Employed,PhD,Divorced,0,34.76,0,9,31.79,3.6,0,427.0233333333333,Poor
53,99103.23,Employed,High School,Divorced,2,19.4,3,11,8.99,19.9,0,565.3033333333333,Poor
54,39975.54,Self-Employed,Master,Single,0,61.2,4,13,55.78,9.4,0,326.8066666666667,Poor
68,120211.03,Employed,Bachelor,Single,4,79.66,3,13,19.57,6.2,0,300.0,Poor
44,117812.41,Employed,PhD,Married,4,38.91,3,2,52.82,7.0,0,300.0,Poor
39,50047.02,Self-Employed,PhD,Married,4,27.61,4,10,49.32,16.5,0,394.755,Poor
69,131816.49,Employed,High School,Single,0,50.0,3,7,11.96,1.6,0,300.0,Poor
44,110183.29,Unemployed,Master,Single,4,17.45,3,13,49.39,18.2,0,567.8116666666667,Poor
27,40709.52,Self-Employed,High School,Married,0,25.37,1,12,16.71,4.2,1,300.0,Poor
55,110604.99,Unemployed,Bachelor,Married,2,9.94,3,8,8.67,7.7,0,309.14,Poor
22,75482.56,Retired,Master,Single,3,6.09,3,9,46.0,15.3,0,507.6216666666666,Poor
52,147474.98,Retired,Bachelor,Single,4,28.9,2,8,20.14,5.4,0,300.0,Poor
68,98949.84,Retired,Master,Divorced,0,70.81,4,12,38.74,1.9,0,300.0,Poor
33,95073.22,Unemployed,High School,Divorced,3,28.04,2,3,51.99,18.0,1,381.65,Poor
45,141106.63,Employed,High School,Married,3,69.0,1,13,35.06,10.8,0,390.8133333333333,Poor
66,47345.45,Unemployed,Master,Divorced,3,18.87,1,2,20.55,15.8,0,487.715,Poor
27,80870.14,Employed,Bachelor,Divorced,4,17.35,0,10,30.26,1.9,0,540.2383333333333,Poor
47,45494.7,Unemployed,PhD,Divorced,1,6.94,2,3,30.28,11.0,0,301.43666666666667,Poor
20,46590.8,Employed,Bachelor,Married,2,51.23,2,9,10.6,5.7,0,300.0,Poor
58,58241.84,Employed,Master,Married,2,25.59,4,7,50.96,2.6,0,367.2183333333333,Poor
38,149133.8,Self-Employed,Master,Single,1,34.68,0,1,41.02,15.2,0,524.9866666666667,Poor
36,132709.19,Employed,PhD,Divorced,2,25.3,3,1,23.55,2.8,0,394.5,Poor
36,72831.0,Unemployed,Bachelor,Married,1,39.07,0,13,59.7,12.4,0,458.565,Poor
36,41017.43,Retired,Bachelor,Divorced,4,67.24,2,1,32.58,2.8,0,300.0,Poor
20,46590.8,Employed,Bachelor,Married,2,51.23,2,9,10.6,5.7,0,300.0,Poor
30,123142.94,Unemployed,PhD,Divorced,3,18.78,1,7,6.36,2.7,2,407.49,Poor
63,56086.33,Employed,High School,Single,3,61.41,0,3,34.89,6.8,0,345.665,Poor
68,73037.98,Unemployed,PhD,Married,2,19.56,4,3,9.93,9.1,0,300.0,Poor
36,42162.13,Unemployed,High School,Single,4,9.79,1,7,41.71,2.6,1,546.2016666666667,Poor
49,103534.88,Unemployed,High School,Divorced,1,18.38,4,7,19.73,15.3,2,300.0,Poor
43,113021.93,Employed,Bachelor,Divorced,3,36.22,1,14,56.39,13.3,0,406.0933333333333,Poor
20,110442.86,Self-Employed,PhD,Married,3,23.27,1,14,7.13,14.5,0,495.9883333333333,Poor
65,145072.84,Self-Employed,Bachelor,Single,0,38.04,1,4,27.9,16.8,1,516.6800000000001,Poor
65,33430.16,Employed,High School,Single,1,42.65,2,14,22.64,7.5,0,300.0,Poor
47,98103.8,Retired,PhD,Single,4,16.39,4,14,57.12,6.0,0,306.765,Poor
66,122711.0,Employed,High School,Married,1,32.87,3,2,42.71,7.1,0,469.3283333333333,Poor
49,137074.4,Retired,PhD,Single,0,63.62,4,2,22.38,1.2,0,464.73,Poor
27,52828.61,Retired,High School,Divorced,4,68.67,4,4,49.68,16.2,0,349.105,Poor
51,63179.03,Self-Employed,Master,Married,1,79.08,1,9,46.05,10.5,0,375.11,Poor
35,132860.9,Unemployed,PhD,Single,2,53.51,4,14,41.69,5.0,0,405.34833333333336,Poor
69,80052.57,Unemployed,Master,Married,3,69.76,3,13,5.2,10.3,0,511.38666666666666,Poor
43,75067.59,Retired,PhD,Divorced,4,13.74,4,3,37.31,12.8,0,531.6933333333334,Poor
33,95073.22,Unemployed,High School,Divorced,3,28.04,2,3,51.99,18.0,1,381.65,Poor
41,24270.07,Unemployed,PhD,Married,2,47.52,3,1,41.05,18.8,0,343.5566666666667,Poor
69,53049.2,Self-Employed,Bachelor,Single,3,56.86,1,6,36.37,7.4,0,509.44666666666666,Poor
63,60671.13,Retired,High School,Married,0,25.67,4,14,36.79,7.8,0,300.0,Poor
44,89992.19,Unemployed,High School,Married,1,62.95,3,6,30.33,3.9,0,300.0,Poor
38,149133.8,Self-Employed,Master,Single,1,34.68,0,1,41.02,15.2,0,524.9866666666667,Poor
35,78341.08,Unemployed,Master,Divorced,3,11.53,4,9,34.26,8.8,0,300.0,Poor
54,46481.16,Retired,PhD,Married,0,58.33,4,9,9.72,17.8,0,554.595,Poor
65,79391.62,Employed,High School,Single,3,43.79,4,6,25.26,16.3,0,300.0,Poor
49,44598.8,Self-Employed,High School,Married,0,66.54,4,12,25.72,7.9,0,300.0,Poor
56,127406.74,Unemployed,Master,Divorced,2,5.51,4,8,53.54,18.7,0,343.3983333333333,Poor
32,71420.86,Unemployed,Master,Divorced,0,69.72,4,14,49.24,14.9,0,467.7266666666666,Poor
56,97204.8,Unemployed,High School,Divorced,2,22.44,2,4,23.38,19.0,1,484.9866666666667,Poor
22,104058.77,Retired,Master,Single,1,69.2,2,10,16.92,5.0,0,300.0,Poor
46,58947.47,Employed,PhD,Single,3,75.15,1,5,49.49,7.5,0,545.9283333333333,Poor
40,73663.16,Employed,High School,Married,2,10.19,3,3,54.73,4.0,1,300.0,Poor
42,69915.31,Employed,Bachelor,Divorced,3,29.96,3,14,15.98,5.2,1,368.6933333333333,Poor
28,148270.09,Employed,High School,Single,1,70.75,2,1,41.85,15.4,0,460.675,Poor
27,37073.57,Retired,High School,Married,2,24.47,1,10,13.52,9.5,0,335.2583333333333,Poor
35,68556.26,Self-Employed,Bachelor,Single,2,25.97,0,8,54.23,9.5,0,378.9383333333333,Poor
52,81960.53,Self-Employed,High School,Divorced,1,55.0,4,2,41.81,16.0,0,506.5633333333333,Poor
40,132855.97,Self-Employed,High School,Single,1,22.39,1,8,31.63,3.0,0,436.26166666666666,Poor
23,53830.34,Self-Employed,PhD,Single,3,62.39,0,8,24.79,11.1,0,575.5416666666667,Poor
53,29266.44,Self-Employed,Bachelor,Married,1,61.1,2,6,32.13,9.5,0,360.74,Poor
67,113626.34,Unemployed,Master,Married,2,52.3,4,8,22.43,13.4,0,306.37333333333333,Poor
33,57529.13,Retired,Bachelor,Married,3,27.48,4,13,18.53,3.5,0,560.0833333333334,Poor
62,97320.96,Employed,Bachelor,Single,3,29.47,3,6,47.35,11.2,0,552.4816666666666,Poor
41,103887.68,Retired,High School,Divorced,1,34.49,1,4,40.8,3.2,0,399.155,Poor
68,60579.25,Self-Employed,Bachelor,Single,0,40.35,3,11,29.33,9.6,0,576.0483333333334,Poor
45,24604.91,Unemployed,Master,Married,2,73.39,1,3,8.34,4.1,0,300.0,Poor
25,86264.15,Self-Employed,Bachelor,Single,3,16.61,3,3,27.82,1.0,0,300.0,Poor
51,72690.32,Unemployed,High School,Divorced,2,51.44,0,13,36.12,11.7,0,472.24,Poor
30,43968.22,Retired,High School,Divorced,2,55.68,3,2,22.41,1.4,0,300.0,Poor
33,112791.72,Retired,Master,Single,4,27.73,1,9,15.51,10.9,0,547.9649999999999,Poor
44,95461.75,Self-Employed,Master,Married,4,36.44,0,12,7.11,6.4,0,378.41,Poor
35,132860.9,Unemployed,PhD,Single,2,53.51,4,14,41.69,5.0,0,405.34833333333336,Poor
50,72423.98,Unemployed,PhD,Single,4,21.54,2,1,37.59,5.6,0,403.7000000000001,Poor
63,83797.34,Unemployed,Master,Single,4,69.47,3,1,54.59,3.3,0,383.0683333333333,Poor
64,129215.8,Unemployed,Bachelor,Single,1,57.14,2,11,41.67,7.7,0,300.0,Poor
62,144445.13,Employed,Master,Married,3,34.87,4,8,17.58,14.8,1,372.705,Poor
52,105110.1,Employed,High School,Divorced,1,57.83,2,10,15.4,12.7,0,546.9516666666666,Poor
55,113807.55,Employed,Master,Single,1,45.86,2,3,53.47,15.2,0,578.2466666666667,Poor
64,34854.75,Employed,Master,Married,1,72.13,4,4,18.55,17.8,0,300.0,Poor
35,86639.98,Unemployed,Bachelor,Divorced,0,23.14,4,7,57.03,17.6,0,348.42,Poor
68,124097.47,Employed,PhD,Single,2,69.11,4,1,28.52,15.2,0,300.0,Poor
52,147474.98,Retired,Bachelor,Single,4,28.9,2,8,20.14,5.4,0,300.0,Poor
34,45630.04,Self-Employed,Master,Married,0,60.41,0,9,42.08,4.0,0,317.7683333333334,Poor
21,39368.94,Retired,Bachelor,Married,3,68.86,1,6,14.26,4.7,0,573.8166666666667,Poor
56,139437.57,Retired,Bachelor,Married,1,70.25,4,8,54.29,4.8,0,300.0,Poor
44,66689.63,Unemployed,Master,Divorced,0,57.24,4,4,30.1,4.3,1,300.0,Poor
50,25353.85,Employed,High School,Single,0,55.55,1,3,44.6,1.4,0,300.0,Poor
55,32661.14,Retired,Bachelor,Divorced,0,47.33,3,6,54.23,7.6,0,318.2583333333333,Poor
59,148891.79,Employed,PhD,Divorced,3,11.32,1,6,21.68,15.9,0,429.1133333333333,Poor
26,22711.95,Employed,High School,Single,3,54.1,0,4,17.85,1.1,0,323.0,Poor
68,115276.86,Unemployed,PhD,Divorced,4,37.31,0,7,57.16,2.4,0,392.2916666666667,Poor
57,87769.09,Unemployed,Master,Married,4,9.57,0,2,8.95,1.3,0,550.2316666666667,Poor
47,79668.57,Unemployed,High School,Single,3,19.96,1,5,49.18,12.3,0,416.62666666666667,Poor
64,107048.34,Retired,Master,Divorced,4,22.35,1,8,38.43,13.2,0,401.015,Poor
63,56086.33,Employed,High School,Single,3,61.41,0,3,34.89,6.8,0,345.665,Poor
49,122701.76,Retired,High School,Married,2,28.8,0,4,29.69,10.4,0,457.7033333333334,Poor
61,127267.25,Unemployed,Bachelor,Single,3,57.53,4,7,36.29,14.4,0,473.1383333333333,Poor
38,82706.33,Unemployed,PhD,Single,4,45.32,1,4,56.98,5.4,1,341.34666666666664,Poor
69,120092.81,Employed,High School,Single,3,10.23,1,7,37.84,8.2,0,481.27166666666665,Poor
35,87090.27,Retired,Master,Divorced,1,75.77,4,8,13.66,16.1,0,328.56166666666667,Poor
52,72583.11,Self-Employed,Bachelor,Single,4,67.37,2,10,24.7,8.5,0,486.08166666666665,Poor
66,26341.87,Self-Employed,Master,Married,1,27.95,2,2,15.68,4.8,0,496.7983333333333,Poor
54,79410.03,Retired,PhD,Married,2,19.82,0,13,27.35,11.8,0,424.9733333333333,Poor
54,39975.54,Self-Employed,Master,Single,0,61.2,4,13,55.78,9.4,0,326.8066666666667,Poor
50,72423.98,Unemployed,PhD,Single,4,21.54,2,1,37.59,5.6,0,403.7000000000001,Poor
68,45935.9,Employed,Master,Single,1,36.95,4,9,49.27,2.2,0,300.0,Poor
60,144180.72,Self-Employed,High School,Single,3,31.24,3,11,42.19,11.7,0,458.31666666666666,Poor
25,30598.44,Unemployed,Bachelor,Married,1,64.48,4,9,55.72,3.8,0,300.0,Poor
67,49211.15,Self-Employed,PhD,Divorced,0,71.77,3,9,26.24,7.9,0,300.0,Poor
45,20435.03,Employed,Master,Divorced,4,5.07,2,11,25.87,13.9,0,357.8416666666667,Poor
66,122711.0,Employed,High School,Married,1,32.87,3,2,42.71,7.1,0,469.3283333333333,Poor
61,79466.17,Retired,PhD,Divorced,0,41.42,0,7,51.34,6.2,0,484.1766666666667,Poor
20,36346.4,Unemployed,Master,Married,0,19.28,3,11,16.43,12.2,0,320.8833333333333,Poor
65,91890.19,Unemployed,PhD,Single,4,41.21,4,6,27.6,3.4,0,466.195,Poor
23,146641.4,Retired,PhD,Married,4,57.12,3,7,28.15,2.7,0,300.0,Poor
24,146974.28,Self-Employed,Bachelor,Married,3,18.09,1,6,35.86,17.2,0,546.0016666666667,Poor
47,33363.01,Self-Employed,Bachelor,Divorced,3,79.39,3,7,8.88,3.4,0,428.345,Poor
51,121368.64,Employed,PhD,Single,4,6.67,1,9,53.47,3.0,0,456.8416666666667,Poor
43,75067.59,Retired,PhD,Divorced,4,13.74,4,3,37.31,12.8,0,531.6933333333334,Poor
47,79668.57,Unemployed,High School,Single,3,19.96,1,5,49.18,12.3,0,416.62666666666667,Poor
25,30598.44,Unemployed,Bachelor,Married,1,64.48,4,9,55.72,3.8,0,300.0,Poor
37,46224.96,Employed,Bachelor,Single,2,27.36,4,8,44.22,9.5,0,300.0,Poor
22,95034.08,Retired,PhD,Single,2,49.73,3,11,33.96,6.1,0,300.0,Poor
58,99278.13,Unemployed,High School,Single,0,69.27,1,12,17.87,9.8,0,523.4083333333333,Poor
29,22603.43,Retired,Bachelor,Single,3,5.79,3,10,57.88,10.8,0,357.8116666666667,Poor
69,103857.04,Employed,PhD,Married,3,49.08,0,5,24.53,9.7,0,372.2833333333333,Poor
51,121368.64,Employed,PhD,Single,4,6.67,1,9,53.47,3.0,0,456.8416666666667,Poor
37,107302.6,Employed,PhD,Married,1,7.64,0,7,26.85,3.6,0,536.23,Poor
37,102388.61,Self-Employed,High School,Married,4,75.62,1,5,45.68,1.0,0,300.0,Poor
63,112827.7,Retired,Master,Married,1,66.86,4,5,10.42,1.6,0,384.0966666666666,Poor
55,78753.32,Retired,Bachelor,Single,0,67.49,4,7,7.7,14.9,0,357.68833333333333,Poor
31,33402.19,Employed,Master,Divorced,2,19.68,1,12,9.7,9.8,0,548.9266666666667,Poor
63,74391.97,Self-Employed,Master,Single,3,76.31,1,3,32.61,10.9,1,328.975,Poor
42,69915.31,Employed,Bachelor,Divorced,3,29.96,3,14,15.98,5.2,1,368.6933333333333,Poor
52,138381.12,Unemployed,PhD,Single,3,59.66,0,1,29.73,15.2,0,537.26,Poor
38,84255.6,Retired,High School,Single,1,32.91,3,10,11.08,3.3,0,300.0,Poor
52,82538.04,Unemployed,Master,Divorced,4,37.7,4,11,30.6,17.9,0,397.9500000000001,Poor
69,58610.37,Retired,High School,Single,0,6.85,2,6,38.84,3.2,0,301.62833333333333,Poor
41,139261.43,Unemployed,PhD,Divorced,3,40.73,0,10,25.1,13.2,0,404.2683333333333,Poor
20,97085.18,Self-Employed,Master,Divorced,2,70.91,3,1,27.58,14.1,0,504.3516666666667,Poor
40,125789.62,Self-Employed,PhD,Single,0,48.79,3,3,32.3,17.2,0,571.8383333333334,Poor
62,144445.13,Employed,Master,Married,3,34.87,4,8,17.58,14.8,1,372.705,Poor
67,31920.91,Retired,Master,Married,1,52.89,3,8,16.03,11.2,0,331.2116666666667,Poor
44,86972.77,Self-Employed,Bachelor,Married,1,63.08,4,2,36.48,12.1,0,446.3,Poor
37,82888.14,Retired,PhD,Single,2,31.58,3,3,58.64,8.8,0,300.0,Poor
30,43968.22,Retired,High School,Divorced,2,55.68,3,2,22.41,1.4,0,300.0,Poor
55,28872.46,Unemployed,PhD,Married,2,9.44,2,5,5.71,3.0,0,300.0,Poor
36,41017.43,Retired,Bachelor,Divorced,4,67.24,2,1,32.58,2.8,0,300.0,Poor
46,118591.01,Retired,PhD,Single,0,28.93,2,11,54.96,16.0,0,442.215,Poor
23,34599.56,Self-Employed,Bachelor,Married,2,59.6,3,11,18.74,19.2,0,382.9533333333333,Poor
21,98793.24,Employed,High School,Divorced,1,10.0,3,2,15.11,3.2,0,300.0,Poor
39,120218.48,Employed,Master,Single,4,76.79,4,11,48.98,3.0,0,467.27833333333336,Poor
38,97079.39,Self-Employed,Master,Married,1,48.99,4,11,52.26,7.8,0,367.085,Poor
56,81299.22,Employed,Master,Divorced,3,23.16,2,11,40.97,19.1,0,528.7633333333333,Poor
49,126911.14,Employed,Bachelor,Married,1,15.54,0,14,51.73,9.6,0,378.9866666666667,Poor
28,117391.01,Self-Employed,High School,Single,1,72.81,1,3,27.55,6.4,0,563.4116666666666,Poor
54,39975.54,Self-Employed,Master,Single,0,61.2,4,13,55.78,9.4,0,326.8066666666667,Poor
43,69409.69,Self-Employed,PhD,Divorced,3,74.64,1,8,54.55,3.1,0,300.0,Poor
62,43996.07,Retired,Master,Married,1,14.11,4,3,28.31,2.7,0,300.0,Poor
45,145220.76,Retired,High School,Single,3,33.23,1,14,25.08,9.3,0,398.025,Poor
52,72583.11,Self-Employed,Bachelor,Single,4,67.37,2,10,24.7,8.5,0,486.08166666666665,Poor
24,76191.3,Employed,Bachelor,Divorced,1,22.48,3,12,13.37,16.3,0,325.3033333333333,Poor
35,111513.0,Self-Employed,Master,Divorced,4,56.8,2,3,5.08,5.7,1,512.9066666666666,Poor
56,57430.85,Employed,PhD,Single,4,24.07,4,12,9.7,2.1,0,300.0,Poor
68,35644.04,Self-Employed,PhD,Married,4,16.04,3,11,7.58,4.1,1,300.0,Poor
57,80555.66,Self-Employed,High School,Married,2,66.52,3,14,19.7,1.3,0,572.1733333333333,Poor
67,49211.15,Self-Employed,PhD,Divorced,0,71.77,3,9,26.24,7.9,0,300.0,Poor
27,79758.6,Unemployed,Master,Married,4,40.48,3,5,39.05,14.1,0,313.74333333333334,Poor
43,144621.53,Unemployed,Master,Divorced,3,39.47,1,4,23.35,5.9,0,330.4816666666666,Poor
34,73885.6,Unemployed,PhD,Married,2,16.19,4,1,8.48,11.0,0,300.0,Poor
60,50580.63,Unemployed,Master,Divorced,4,9.73,4,1,42.95,5.8,0,300.0,Poor
37,102388.61,Self-Employed,High School,Married,4,75.62,1,5,45.68,1.0,0,300.0,Poor
30,38340.64,Employed,Bachelor,Single,1,49.19,0,13,31.24,9.8,0,421.9916666666666,Poor
29,146502.71,Self-Employed,Bachelor,Married,2,11.53,4,10,46.71,8.6,0,338.665,Poor
48,37550.17,Retired,High School,Single,4,35.68,3,6,33.62,8.2,2,317.9533333333334,Poor
69,80052.57,Unemployed,Master,Married,3,69.76,3,13,5.2,10.3,0,511.38666666666666,Poor
20,46590.8,Employed,Bachelor,Married,2,51.23,2,9,10.6,5.7,0,300.0,Poor
28,34184.25,Self-Employed,Master,Divorced,4,77.16,3,2,34.26,14.2,0,461.0,Poor
37,37252.9,Unemployed,Bachelor,Single,4,73.79,3,9,32.72,17.1,0,553.1983333333334,Poor
31,118417.7,Retired,PhD,Married,4,29.44,3,2,54.91,6.5,0,454.9766666666666,Poor
58,141379.94,Unemployed,High School,Single,0,33.8,4,10,51.5,1.4,0,300.0,Poor
69,41319.93,Retired,PhD,Married,4,6.08,4,1,52.29,2.0,0,300.0,Poor
42,44109.65,Employed,Master,Divorced,0,38.92,1,6,53.94,12.1,0,352.56,Poor
49,122701.76,Retired,High School,Married,2,28.8,0,4,29.69,10.4,0,457.7033333333334,Poor
29,95521.17,Retired,Bachelor,Divorced,3,64.39,3,9,9.91,9.0,0,396.50166666666667,Poor
57,109772.83,Unemployed,Master,Single,4,73.4,3,6,37.95,3.3,0,481.65,Poor
21,36018.95,Self-Employed,PhD,Single,4,72.38,3,8,10.21,19.5,1,490.4066666666668,Poor
38,82706.33,Unemployed,PhD,Single,4,45.32,1,4,56.98,5.4,1,341.34666666666664,Poor
22,123084.29,Retired,PhD,Single,0,38.77,1,8,18.9,3.4,0,309.315,Poor
36,132709.19,Employed,PhD,Divorced,2,25.3,3,1,23.55,2.8,0,394.5,Poor
25,63662.56,Self-Employed,PhD,Married,4,74.6,4,2,36.48,17.8,0,551.54,Poor
20,46590.8,Employed,Bachelor,Married,2,51.23,2,9,10.6,5.7,0,300.0,Poor
44,95461.75,Self-Employed,Master,Married,4,36.44,0,12,7.11,6.4,0,378.41,Poor
48,37550.17,Retired,High School,Single,4,35.68,3,6,33.62,8.2,2,317.9533333333334,Poor
59,86619.5,Employed,Bachelor,Divorced,2,41.78,2,6,20.8,1.5,0,390.1766666666667,Poor
45,28959.8,Self-Employed,PhD,Single,2,42.69,2,12,14.81,16.4,0,530.7183333333332,Poor
65,104521.76,Retired,Bachelor,Divorced,0,18.59,1,14,47.2,2.0,0,300.0,Poor
36,81517.32,Employed,PhD,Married,0,53.16,2,2,14.88,7.6,0,563.46,Poor
62,71777.36,Self-Employed,Master,Divorced,2,14.97,3,1,58.78,8.8,0,300.0,Poor
52,95498.44,Retired,Bachelor,Divorced,3,60.19,3,10,31.57,10.4,2,477.38166666666666,Poor
45,81475.96,Unemployed,Master,Single,3,55.46,3,12,27.87,1.2,0,564.98,Poor
46,90187.76,Employed,Master,Divorced,0,26.18,2,11,19.1,2.6,0,300.0,Poor
58,130011.89,Unemployed,Master,Single,4,68.97,1,1,49.7,8.2,0,332.9483333333333,Poor
33,95073.22,Unemployed,High School,Divorced,3,28.04,2,3,51.99,18.0,1,381.65,Poor
45,20435.03,Employed,Master,Divorced,4,5.07,2,11,25.87,13.9,0,357.8416666666667,Poor
68,120211.03,Employed,Bachelor,Single,4,79.66,3,13,19.57,6.2,0,300.0,Poor
37,115154.55,Employed,High School,Married,1,59.35,0,6,50.38,9.6,0,450.5316666666666,Poor
39,146691.14,Self-Employed,Master,Divorced,4,48.47,4,2,17.78,8.2,0,533.8383333333334,Poor
57,80555.66,Self-Employed,High School,Married,2,66.52,3,14,19.7,1.3,0,572.1733333333333,Poor
30,123142.94,Unemployed,PhD,Divorced,3,18.78,1,7,6.36,2.7,2,407.49,Poor
42,127186.83,Self-Employed,Bachelor,Divorced,3,60.31,3,2,41.8,11.2,0,314.91166666666663,Poor
22,115833.43,Unemployed,PhD,Divorced,0,34.56,4,1,37.96,5.4,0,459.0666666666667,Poor
25,86982.23,Retired,Master,Single,3,15.74,3,1,34.74,13.7,0,379.55,Poor
56,98644.01,Self-Employed,Bachelor,Divorced,3,33.54,0,12,8.65,8.5,0,512.3466666666667,Poor
63,83797.34,Unemployed,Master,Single,4,69.47,3,1,54.59,3.3,0,383.0683333333333,Poor
26,145387.66,Self-Employed,Master,Married,2,46.54,2,2,15.04,5.7,0,529.7166666666667,Poor
38,146710.98,Retired,High School,Married,0,25.03,2,8,8.62,5.6,2,300.0,Poor
20,97704.06,Employed,PhD,Married,0,52.49,3,8,15.1,5.8,0,352.72166666666664,Poor
42,127186.83,Self-Employed,Bachelor,Divorced,3,60.31,3,2,41.8,11.2,0,314.91166666666663,Poor
